transcript_id,protein_id,gene_id
XM_031543119.1,XP_031398979.1,LOC116209476
XM_031543120.1,XP_031398980.1,LOC116209476
XM_031543121.1,XP_031398981.1,LOC116209477
XM_031543123.1,XP_031398983.1,LOC116209477
XM_031543124.1,XP_031398984.1,LOC116209478
XM_031543125.1,XP_031398985.1,LOC116209479
XM_031543126.1,XP_031398986.1,LOC116209480
XM_031543127.1,XP_031398987.1,LOC116209481
XM_031543128.1,XP_031398988.1,LOC116209481
XM_031543129.1,XP_031398989.1,LOC116209481
XM_031543130.1,XP_031398990.1,LOC116209481
XM_031543131.1,XP_031398991.1,LOC116209481
XM_031543132.1,XP_031398992.1,LOC116209481
XM_031543133.1,XP_031398993.1,LOC116209483
XM_031543134.1,XP_031398994.1,LOC116209483
XM_031543135.1,XP_031398995.1,LOC116209482
XM_031543136.1,XP_031398996.1,LOC116209487
XM_031543137.1,XP_031398997.1,LOC116209488
XM_031543138.1,XP_031398998.1,LOC116209488
XM_031543139.1,XP_031398999.1,LOC116209488
XM_031543140.1,XP_031399000.1,LOC116209490
XM_031543141.1,XP_031399001.1,LOC116209491
XM_031543142.1,XP_031399002.1,LOC116209489
XM_031543143.1,XP_031399003.1,LOC116209492
XM_031543144.1,XP_031399004.1,LOC116209493
XM_031543145.1,XP_031399005.1,LOC116209494
XM_031543146.1,XP_031399006.1,LOC116209495
XM_031543147.1,XP_031399007.1,LOC116209495
XM_031543148.1,XP_031399008.1,LOC116209495
XM_031543149.1,XP_031399009.1,LOC116209496
XM_031543150.1,XP_031399010.1,LOC116209497
XM_031543151.1,XP_031399011.1,LOC116209497
XM_031543152.1,XP_031399012.1,LOC116209497
XM_031543153.1,XP_031399013.1,LOC116209499
XM_031543154.1,XP_031399014.1,LOC116209499
XM_031543155.1,XP_031399015.1,LOC116209498
XM_031543156.1,XP_031399016.1,LOC116209502
XM_031543157.1,XP_031399017.1,LOC116209503
XM_031543158.1,XP_031399018.1,LOC116209505
XM_031543159.1,XP_031399019.1,LOC116209505
XM_031543160.1,XP_031399020.1,LOC116209506
XM_031543161.1,XP_031399021.1,LOC116209504
XM_031543162.1,XP_031399022.1,LOC116209507
XM_031543163.1,XP_031399023.1,LOC116209508
XM_031543164.1,XP_031399024.1,LOC116209509
XM_031543165.1,XP_031399025.1,LOC116209511
XM_031543166.1,XP_031399026.1,LOC116209511
XM_031543167.1,XP_031399027.1,LOC116209513
XM_031543168.1,XP_031399028.1,LOC116209486
XM_031543169.1,XP_031399029.1,LOC116209515
XM_031543170.1,XP_031399030.1,LOC116209516
XM_031543171.1,XP_031399031.1,LOC116209517
XM_031543172.1,XP_031399032.1,LOC116209514
XM_031543173.1,XP_031399033.1,LOC116209518
XM_031543174.1,XP_031399034.1,LOC116209519
XM_031543175.1,XP_031399035.1,LOC116209520
XM_031543176.1,XP_031399036.1,LOC116209520
XM_031543177.1,XP_031399037.1,LOC116209520
XM_031543178.1,XP_031399038.1,LOC116209521
XM_031543179.1,XP_031399039.1,LOC116209522
XM_031543180.1,XP_031399040.1,LOC116209523
XM_031543182.1,XP_031399042.1,LOC116209526
XM_031543183.1,XP_031399043.1,LOC116209527
XM_031543184.1,XP_031399044.1,LOC116209524
XM_031543185.1,XP_031399045.1,LOC116209528
XM_031543186.1,XP_031399046.1,LOC116209529
XM_031543187.1,XP_031399047.1,LOC116209530
XM_031543188.1,XP_031399048.1,LOC116209531
XM_031543189.1,XP_031399049.1,LOC116209534
XM_031543190.1,XP_031399050.1,LOC116209536
XM_031543191.1,XP_031399051.1,LOC116209536
XM_031543192.1,XP_031399052.1,LOC116209533
XM_031543193.1,XP_031399053.1,LOC116209538
XM_031543194.1,XP_031399054.1,LOC116209538
XM_031543195.1,XP_031399055.1,LOC116209539
XM_031543196.1,XP_031399056.1,LOC116209540
XM_031543197.1,XP_031399057.1,LOC116209540
XM_031543198.1,XP_031399058.1,LOC116209541
XM_031543199.1,XP_031399059.1,LOC116209533
XM_031543200.1,XP_031399060.1,LOC116209542
XM_031543201.1,XP_031399061.1,LOC116209543
XM_031543202.1,XP_031399062.1,LOC116209544
XM_031543203.1,XP_031399063.1,LOC116209544
XM_031543204.1,XP_031399064.1,LOC116209545
XM_031543205.1,XP_031399065.1,LOC116209545
XM_031543206.1,XP_031399066.1,LOC116209546
XM_031543207.1,XP_031399067.1,LOC116209533
XM_031543208.1,XP_031399068.1,LOC116209546
XM_031543209.1,XP_031399069.1,LOC116209548
XM_031543210.1,XP_031399070.1,LOC116209548
XM_031543211.1,XP_031399071.1,LOC116209548
XM_031543212.1,XP_031399072.1,LOC116209549
XM_031543213.1,XP_031399073.1,LOC116209550
XM_031543214.1,XP_031399074.1,LOC116209550
XM_031543215.1,XP_031399075.1,LOC116209552
XM_031543216.1,XP_031399076.1,LOC116209553
XM_031543217.1,XP_031399077.1,LOC116209554
XM_031543218.1,XP_031399078.1,LOC116209551
XM_031543219.1,XP_031399079.1,LOC116209555
XM_031543220.1,XP_031399080.1,LOC116209556
XM_031543221.1,XP_031399081.1,LOC116209558
XM_031543222.1,XP_031399082.1,LOC116209559
XM_031543224.1,XP_031399084.1,LOC116209562
XM_031543225.1,XP_031399085.1,LOC116209551
XM_031543226.1,XP_031399086.1,LOC116209562
XM_031543227.1,XP_031399087.1,LOC116209562
XM_031543228.1,XP_031399088.1,LOC116209563
XM_031543229.1,XP_031399089.1,LOC116209564
XM_031543230.1,XP_031399090.1,LOC116209564
XM_031543231.1,XP_031399091.1,LOC116209564
XM_031543232.1,XP_031399092.1,LOC116209565
XM_031543233.1,XP_031399093.1,LOC116209565
XM_031543234.1,XP_031399094.1,LOC116209551
XM_031543235.1,XP_031399095.1,LOC116209566
XM_031543236.1,XP_031399096.1,LOC116209567
XM_031543237.1,XP_031399097.1,LOC116209567
XM_031543238.1,XP_031399098.1,LOC116209567
XM_031543239.1,XP_031399099.1,LOC116209567
XM_031543240.1,XP_031399100.1,LOC116209567
XM_031543241.1,XP_031399101.1,LOC116209568
XM_031543242.1,XP_031399102.1,LOC116209551
XM_031543243.1,XP_031399103.1,LOC116209569
XM_031543244.1,XP_031399104.1,LOC116209572
XM_031543245.1,XP_031399105.1,LOC116209573
XM_031543246.1,XP_031399106.1,LOC116209574
XM_031543247.1,XP_031399107.1,LOC116209575
XM_031543248.1,XP_031399108.1,LOC116209575
XM_031543249.1,XP_031399109.1,LOC116209575
XM_031543250.1,XP_031399110.1,LOC116209575
XM_031543251.1,XP_031399111.1,LOC116209575
XM_031543252.1,XP_031399112.1,LOC116209577
XM_031543253.1,XP_031399113.1,LOC116209578
XM_031543254.1,XP_031399114.1,LOC116209576
XM_031543255.1,XP_031399115.1,LOC116209579
XM_031543256.1,XP_031399116.1,LOC116209580
XM_031543257.1,XP_031399117.1,LOC116209580
XM_031543258.1,XP_031399118.1,LOC116209580
XM_031543259.1,XP_031399119.1,LOC116209580
XM_031543261.1,XP_031399121.1,LOC116209582
XM_031543262.1,XP_031399122.1,LOC116209582
XM_031543263.1,XP_031399123.1,LOC116209576
XM_031543264.1,XP_031399124.1,LOC116209583
XM_031543265.1,XP_031399125.1,LOC116209583
XM_031543266.1,XP_031399126.1,LOC116209583
XM_031543267.1,XP_031399127.1,LOC116209584
XM_031543268.1,XP_031399128.1,LOC116209584
XM_031543269.1,XP_031399129.1,LOC116209584
XM_031543270.1,XP_031399130.1,LOC116209584
XM_031543271.1,XP_031399131.1,LOC116209584
XM_031543272.1,XP_031399132.1,LOC116209584
XM_031543273.1,XP_031399133.1,LOC116209584
XM_031543274.1,XP_031399134.1,LOC116209586
XM_031543275.1,XP_031399135.1,LOC116209586
XM_031543276.1,XP_031399136.1,LOC116209585
XM_031543277.1,XP_031399137.1,LOC116209589
XM_031543278.1,XP_031399138.1,LOC116209590
XM_031543279.1,XP_031399139.1,LOC116209591
XM_031543280.1,XP_031399140.1,LOC116209592
XM_031543281.1,XP_031399141.1,LOC116209593
XM_031543282.1,XP_031399142.1,LOC116209570
XM_031543283.1,XP_031399143.1,LOC116209585
XM_031543284.1,XP_031399144.1,LOC116209594
XM_031543285.1,XP_031399145.1,LOC116209595
XM_031543286.1,XP_031399146.1,LOC116209597
XM_031543287.1,XP_031399147.1,LOC116209598
XM_031543288.1,XP_031399148.1,LOC116209598
XM_031543289.1,XP_031399149.1,LOC116209599
XM_031543290.1,XP_031399150.1,LOC116209600
XM_031543291.1,XP_031399151.1,LOC116209600
XM_031543292.1,XP_031399152.1,LOC116209602
XM_031543293.1,XP_031399153.1,LOC116209603
XM_031543294.1,XP_031399154.1,LOC116209601
XM_031543295.1,XP_031399155.1,LOC116209604
XM_031543296.1,XP_031399156.1,LOC116209604
XM_031543297.1,XP_031399157.1,LOC116209604
XM_031543298.1,XP_031399158.1,LOC116209604
XM_031543299.1,XP_031399159.1,LOC116209605
XM_031543300.1,XP_031399160.1,LOC116209606
XM_031543301.1,XP_031399161.1,LOC116209607
XM_031543302.1,XP_031399162.1,LOC116209608
XM_031543303.1,XP_031399163.1,LOC116209610
XM_031543304.1,XP_031399164.1,LOC116209610
XM_031543305.1,XP_031399165.1,LOC116209610
XM_031543306.1,XP_031399166.1,LOC116209611
XM_031543307.1,XP_031399167.1,LOC116209609
XM_031543308.1,XP_031399168.1,LOC116209611
XM_031543309.1,XP_031399169.1,LOC116209612
XM_031543310.1,XP_031399170.1,LOC116209613
XM_031543311.1,XP_031399171.1,LOC116209613
XM_031543312.1,XP_031399172.1,LOC116209614
XM_031543313.1,XP_031399173.1,LOC116209615
XM_031543314.1,XP_031399174.1,LOC116209616
XM_031543315.1,XP_031399175.1,LOC116209609
XM_031543316.1,XP_031399176.1,LOC116209617
XM_031543317.1,XP_031399177.1,LOC116209618
XM_031543318.1,XP_031399178.1,LOC116209619
XM_031543319.1,XP_031399179.1,LOC116209620
XM_031543320.1,XP_031399180.1,LOC116209621
XM_031543321.1,XP_031399181.1,LOC116209621
XM_031543322.1,XP_031399182.1,LOC116209609
XM_031543323.1,XP_031399183.1,LOC116209623
XM_031543324.1,XP_031399184.1,LOC116209624
XM_031543325.1,XP_031399185.1,LOC116209625
XM_031543326.1,XP_031399186.1,LOC116209626
XM_031543327.1,XP_031399187.1,LOC116209627
XM_031543328.1,XP_031399188.1,LOC116209628
XM_031543329.1,XP_031399189.1,LOC116209630
XM_031543330.1,XP_031399190.1,LOC116209631
XM_031543331.1,XP_031399191.1,LOC116209632
XM_031543332.1,XP_031399192.1,LOC116209629
XM_031543333.1,XP_031399193.1,LOC116209633
XM_031543334.1,XP_031399194.1,LOC116209634
XM_031543335.1,XP_031399195.1,LOC116209635
XM_031543336.1,XP_031399196.1,LOC116209635
XM_031543337.1,XP_031399197.1,LOC116209636
XM_031543338.1,XP_031399198.1,LOC116209637
XM_031543339.1,XP_031399199.1,LOC116209637
XM_031543340.1,XP_031399200.1,LOC116209640
XM_031543341.1,XP_031399201.1,LOC116209640
XM_031543342.1,XP_031399202.1,LOC116209640
XM_031543343.1,XP_031399203.1,LOC116209639
XM_031543344.1,XP_031399204.1,LOC116209641
XM_031543345.1,XP_031399205.1,LOC116209641
XM_031543346.1,XP_031399206.1,LOC116209641
XM_031543347.1,XP_031399207.1,LOC116209641
XM_031543348.1,XP_031399208.1,LOC116209641
XM_031543349.1,XP_031399209.1,LOC116209641
XM_031543350.1,XP_031399210.1,LOC116209641
XM_031543351.1,XP_031399211.1,LOC116209642
XM_031543352.1,XP_031399212.1,LOC116209643
XM_031543353.1,XP_031399213.1,LOC116209639
XM_031543354.1,XP_031399214.1,LOC116209644
XM_031543355.1,XP_031399215.1,LOC116209645
XM_031543356.1,XP_031399216.1,LOC116209645
XM_031543357.1,XP_031399217.1,LOC116209647
XM_031543358.1,XP_031399218.1,LOC116209570
XM_031543359.1,XP_031399219.1,LOC116209639
XM_031543360.1,XP_031399220.1,LOC116209647
XM_031543361.1,XP_031399221.1,LOC116209648
XM_031543362.1,XP_031399222.1,LOC116209649
XM_031543363.1,XP_031399223.1,LOC116209650
XM_031543364.1,XP_031399224.1,LOC116209651
XM_031543365.1,XP_031399225.1,LOC116209652
XM_031543366.1,XP_031399226.1,LOC116209652
XM_031543367.1,XP_031399227.1,LOC116209639
XM_031543368.1,XP_031399228.1,LOC116209653
XM_031543369.1,XP_031399229.1,LOC116209655
XM_031543370.1,XP_031399230.1,LOC116209656
XM_031543371.1,XP_031399231.1,LOC116209657
XM_031543372.1,XP_031399232.1,LOC116209658
XM_031543373.1,XP_031399233.1,LOC116209659
XM_031543374.1,XP_031399234.1,LOC116209639
XM_031543375.1,XP_031399235.1,LOC116209661
XM_031543376.1,XP_031399236.1,LOC116209662
XM_031543377.1,XP_031399237.1,LOC116209662
XM_031543378.1,XP_031399238.1,LOC116209663
XM_031543379.1,XP_031399239.1,LOC116209663
XM_031543380.1,XP_031399240.1,LOC116209663
XM_031543381.1,XP_031399241.1,LOC116209663
XM_031543382.1,XP_031399242.1,LOC116209664
XM_031543383.1,XP_031399243.1,LOC116209666
XM_031543384.1,XP_031399244.1,LOC116209667
XM_031543385.1,XP_031399245.1,LOC116209667
XM_031543386.1,XP_031399246.1,LOC116209665
XM_031543387.1,XP_031399247.1,LOC116209668
XM_031543388.1,XP_031399248.1,LOC116209669
XM_031543389.1,XP_031399249.1,LOC116209671
XM_031543390.1,XP_031399250.1,LOC116209672
XM_031543391.1,XP_031399251.1,LOC116209672
XM_031543392.1,XP_031399252.1,LOC116209672
XM_031543393.1,XP_031399253.1,LOC116209673
XM_031543394.1,XP_031399254.1,LOC116209665
XM_031543395.1,XP_031399255.1,LOC116209673
XM_031543396.1,XP_031399256.1,LOC116209674
XM_031543397.1,XP_031399257.1,LOC116209674
XM_031543398.1,XP_031399258.1,LOC116209676
XM_031543399.1,XP_031399259.1,LOC116209676
XM_031543400.1,XP_031399260.1,LOC116209676
XM_031543401.1,XP_031399261.1,LOC116209677
XM_031543402.1,XP_031399262.1,LOC116209665
XM_031543403.1,XP_031399263.1,LOC116209677
XM_031543404.1,XP_031399264.1,LOC116209677
XM_031543405.1,XP_031399265.1,LOC116209678
XM_031543406.1,XP_031399266.1,LOC116209679
XM_031543407.1,XP_031399267.1,LOC116209679
XM_031543408.1,XP_031399268.1,LOC116209679
XM_031543409.1,XP_031399269.1,LOC116209679
XM_031543410.1,XP_031399270.1,LOC116209680
XM_031543411.1,XP_031399271.1,LOC116209682
XM_031543412.1,XP_031399272.1,LOC116209683
XM_031543413.1,XP_031399273.1,LOC116209683
XM_031543414.1,XP_031399274.1,LOC116209681
XM_031543415.1,XP_031399275.1,LOC116209684
XM_031543416.1,XP_031399276.1,LOC116209685
XM_031543417.1,XP_031399277.1,LOC116209686
XM_031543418.1,XP_031399278.1,LOC116209687
XM_031543419.1,XP_031399279.1,LOC116209687
XM_031543420.1,XP_031399280.1,LOC116209688
XM_031543421.1,XP_031399281.1,LOC116209689
XM_031543422.1,XP_031399282.1,LOC116209690
XM_031543423.1,XP_031399283.1,LOC116209690
XM_031543424.1,XP_031399284.1,LOC116209690
XM_031543425.1,XP_031399285.1,LOC116209690
XM_031543426.1,XP_031399286.1,LOC116209692
XM_031543427.1,XP_031399287.1,LOC116209691
XM_031543428.1,XP_031399288.1,LOC116209693
XM_031543429.1,XP_031399289.1,LOC116209693
XM_031543430.1,XP_031399290.1,LOC116209693
XM_031543431.1,XP_031399291.1,LOC116209694
XM_031543432.1,,LOC116209695
XM_031543432.1,,LOC116209695
XM_031543433.1,XP_031399293.1,LOC116209696
XM_031543434.1,XP_031399294.1,LOC116209697
XM_031543435.1,XP_031399295.1,LOC116209699
XM_031543436.1,XP_031399296.1,LOC116209701
XM_031543437.1,XP_031399297.1,LOC116209698
XM_031543438.1,XP_031399298.1,LOC116209701
XM_031543439.1,XP_031399299.1,LOC116209703
XM_031543440.1,XP_031399300.1,LOC116209704
XM_031543441.1,XP_031399301.1,LOC116209706
XM_031543442.1,XP_031399302.1,LOC116209706
XM_031543443.1,XP_031399303.1,LOC116209707
XM_031543444.1,XP_031399304.1,LOC116209705
XM_031543445.1,XP_031399305.1,LOC116209708
XM_031543446.1,XP_031399306.1,LOC116209709
XM_031543447.1,XP_031399307.1,LOC116209710
XM_031543448.1,XP_031399308.1,LOC116209712
XM_031543449.1,XP_031399309.1,LOC116209715
XM_031543450.1,XP_031399310.1,LOC116209714
XM_031543451.1,XP_031399311.1,LOC116209717
XM_031543452.1,XP_031399312.1,LOC116209718
XM_031543453.1,XP_031399313.1,LOC116209719
XM_031543454.1,XP_031399314.1,LOC116209719
XM_031543455.1,XP_031399315.1,LOC116209725
XM_031543456.1,XP_031399316.1,LOC116209725
XM_031543457.1,XP_031399317.1,LOC116209751
XM_031543458.1,XP_031399318.1,LOC116209767
XM_031543459.1,XP_031399319.1,LOC116209779
XM_031543460.1,XP_031399320.1,LOC116209779
XM_031543461.1,XP_031399321.1,LOC116209767
XM_031543462.1,XP_031399322.1,LOC116209781
XM_031543463.1,XP_031399323.1,LOC116209782
XM_031543464.1,XP_031399324.1,LOC116209782
XM_031543465.1,XP_031399325.1,LOC116209782
XM_031543466.1,XP_031399326.1,LOC116209782
XM_031543467.1,XP_031399327.1,LOC116209782
XM_031543468.1,XP_031399328.1,LOC116209782
XM_031543469.1,XP_031399329.1,LOC116209767
XM_031543470.1,XP_031399330.1,LOC116209782
XM_031543471.1,XP_031399331.1,LOC116209782
XM_031543472.1,XP_031399332.1,LOC116209782
XM_031543473.1,XP_031399333.1,LOC116209782
XM_031543474.1,XP_031399334.1,LOC116209782
XM_031543475.1,XP_031399335.1,LOC116209784
XM_031543476.1,XP_031399336.1,LOC116209785
XM_031543477.1,XP_031399337.1,LOC116209785
XM_031543478.1,XP_031399338.1,LOC116209786
XM_031543479.1,XP_031399339.1,LOC116209786
XM_031543480.1,XP_031399340.1,LOC116209788
XM_031543481.1,XP_031399341.1,LOC116209789
XM_031543482.1,XP_031399342.1,LOC116209787
XM_031543483.1,XP_031399343.1,LOC116209790
XM_031543484.1,XP_031399344.1,LOC116209791
XM_031543485.1,XP_031399345.1,LOC116209791
XM_031543486.1,XP_031399346.1,LOC116209791
XM_031543487.1,XP_031399347.1,LOC116209791
XM_031543488.1,XP_031399348.1,LOC116209792
XM_031543489.1,XP_031399349.1,LOC116209792
XM_031543490.1,XP_031399350.1,LOC116209793
XM_031543491.1,XP_031399351.1,LOC116209794
XM_031543492.1,XP_031399352.1,LOC116209794
XM_031543493.1,XP_031399353.1,LOC116209794
XM_031543494.1,XP_031399354.1,LOC116209794
XM_031543495.1,XP_031399355.1,LOC116209796
XM_031543496.1,XP_031399356.1,LOC116209795
XM_031543497.1,XP_031399357.1,LOC116209796
XM_031543498.1,XP_031399358.1,LOC116209797
XM_031543499.1,XP_031399359.1,LOC116209798
XM_031543501.1,XP_031399361.1,LOC116209801
XM_031543502.1,XP_031399362.1,LOC116209801
XM_031543503.1,XP_031399363.1,LOC116209803
XM_031543504.1,XP_031399364.1,LOC116209804
XM_031543505.1,XP_031399365.1,LOC116209805
XM_031543506.1,XP_031399366.1,LOC116209783
XM_031543507.1,XP_031399367.1,LOC116209802
XM_031543508.1,XP_031399368.1,LOC116209805
XM_031543509.1,XP_031399369.1,LOC116209805
XM_031543510.1,XP_031399370.1,LOC116209805
XM_031543511.1,XP_031399371.1,LOC116209805
XM_031543512.1,XP_031399372.1,LOC116209805
XM_031543513.1,XP_031399373.1,LOC116209806
XM_031543514.1,XP_031399374.1,LOC116209807
XM_031543515.1,XP_031399375.1,LOC116209808
XM_031543516.1,XP_031399376.1,LOC116209810
XM_031543517.1,XP_031399377.1,LOC116209810
XM_031543518.1,XP_031399378.1,LOC116209811
XM_031543519.1,XP_031399379.1,LOC116209812
XM_031543520.1,XP_031399380.1,LOC116209809
XM_031543521.1,XP_031399381.1,LOC116209814
XM_031543522.1,XP_031399382.1,LOC116209814
XM_031543523.1,XP_031399383.1,LOC116209814
XM_031543524.1,XP_031399384.1,LOC116209814
XM_031543525.1,XP_031399385.1,LOC116209814
XM_031543526.1,XP_031399386.1,LOC116209814
XM_031543527.1,XP_031399387.1,LOC116209814
XM_031543528.1,XP_031399388.1,LOC116209809
XM_031543529.1,XP_031399389.1,LOC116209815
XM_031543530.1,XP_031399390.1,LOC116209818
XM_031543531.1,XP_031399391.1,LOC116209818
XM_031543532.1,XP_031399392.1,LOC116209818
XM_031543533.1,XP_031399393.1,LOC116209819
XM_031543534.1,XP_031399394.1,LOC116209809
XM_031543535.1,XP_031399395.1,LOC116209819
XM_031543536.1,XP_031399396.1,LOC116209820
XM_031543537.1,XP_031399397.1,LOC116209821
XM_031543538.1,XP_031399398.1,LOC116209822
XM_031543539.1,XP_031399399.1,LOC116209822
XM_031543540.1,XP_031399400.1,LOC116209823
XM_031543541.1,XP_031399401.1,LOC116209824
XM_031543542.1,XP_031399402.1,LOC116209826
XM_031543543.1,XP_031399403.1,LOC116209826
XM_031543545.1,XP_031399405.1,LOC116209828
XM_031543546.1,XP_031399406.1,LOC116209825
XM_031543547.1,XP_031399407.1,LOC116209828
XM_031543548.1,XP_031399408.1,LOC116209829
XM_031543549.1,XP_031399409.1,LOC116209829
XM_031543550.1,XP_031399410.1,LOC116209830
XM_031543551.1,XP_031399411.1,LOC116209831
XM_031543552.1,XP_031399412.1,LOC116209832
XM_031543553.1,XP_031399413.1,LOC116209833
XM_031543554.1,XP_031399414.1,LOC116209825
XM_031543555.1,XP_031399415.1,LOC116209834
XM_031543556.1,XP_031399416.1,LOC116209835
XM_031543557.1,XP_031399417.1,LOC116209836
XM_031543558.1,XP_031399418.1,LOC116209837
XM_031543559.1,XP_031399419.1,LOC116209838
XM_031543560.1,XP_031399420.1,LOC116209838
XM_031543561.1,XP_031399421.1,LOC116209839
XM_031543562.1,XP_031399422.1,LOC116209825
XM_031543563.1,XP_031399423.1,LOC116209839
XM_031543564.1,XP_031399424.1,LOC116209840
XM_031543565.1,XP_031399425.1,LOC116209841
XM_031543566.1,XP_031399426.1,LOC116209841
XM_031543567.1,XP_031399427.1,LOC116209842
XM_031543568.1,XP_031399428.1,LOC116209844
XM_031543569.1,XP_031399429.1,LOC116209845
XM_031543570.1,XP_031399430.1,LOC116209825
XM_031543571.1,XP_031399431.1,LOC116209846
XM_031543572.1,XP_031399432.1,LOC116209846
XM_031543573.1,XP_031399433.1,LOC116209846
XM_031543574.1,XP_031399434.1,LOC116209847
XM_031543575.1,XP_031399435.1,LOC116209848
XM_031543576.1,XP_031399436.1,LOC116209848
XM_031543577.1,XP_031399437.1,LOC116209848
XM_031543578.1,XP_031399438.1,LOC116209848
XM_031543579.1,XP_031399439.1,LOC116209850
XM_031543580.1,XP_031399440.1,LOC116209850
XM_031543581.1,XP_031399441.1,LOC116209851
XM_031543582.1,XP_031399442.1,LOC116209852
XM_031543583.1,XP_031399443.1,LOC116209849
XM_031543584.1,XP_031399444.1,LOC116209853
XM_031543585.1,XP_031399445.1,LOC116209854
XM_031543586.1,XP_031399446.1,LOC116209855
XM_031543587.1,XP_031399447.1,LOC116209858
XM_031543588.1,XP_031399448.1,LOC116209858
