transcript_id	description
XR_004151962.1	 uncharacterized LOC116187023
XR_004151963.1	" protein SAR DEFICIENT 1-like, transcript variant X2"
XR_004151964.1	 uncharacterized LOC116187034
XR_004151965.1	 uncharacterized LOC116187046
XR_004151966.1	" uncharacterized LOC116187050, transcript variant X1"
XR_004151967.1	" uncharacterized LOC116187050, transcript variant X2"
XR_004151968.1	" uncharacterized LOC116187050, transcript variant X3"
XR_004151969.1	" uncharacterized LOC116187050, transcript variant X4"
XR_004151970.1	" uncharacterized LOC116187050, transcript variant X5"
XR_004151971.1	" uncharacterized LOC116187050, transcript variant X6"
XR_004151972.1	" putative UPF0481 protein At3g02645, transcript variant X3"
XR_004151973.1	 uncharacterized LOC116187085
XR_004151974.1	" protein INVOLVED IN DE NOVO 2-like, transcript variant X3"
XR_004151975.1	" uncharacterized LOC116187100, transcript variant X1"
XR_004151976.1	" uncharacterized LOC116187101, transcript variant X2"
XR_004151977.1	" uncharacterized LOC116187101, transcript variant X3"
XR_004151978.1	" uncharacterized LOC116187101, transcript variant X4"
XR_004151979.1	" uncharacterized LOC116187101, transcript variant X5"
XR_004151980.1	" uncharacterized LOC116187101, transcript variant X6"
XR_004151981.1	" uncharacterized LOC116187101, transcript variant X7"
XR_004151982.1	" uncharacterized LOC116187101, transcript variant X8"
XR_004151983.1	" uncharacterized LOC116187101, transcript variant X9"
XR_004151984.1	" uncharacterized LOC116187100, transcript variant X2"
XR_004151985.1	 uncharacterized LOC116187112
XR_004151986.1	" probable glycosyltransferase At5g25310, transcript variant X1"
XR_004151987.1	 uncharacterized LOC116187123
XR_004151988.1	" uncharacterized protein C17orf53 homolog, transcript variant X2"
XR_004151989.1	" uncharacterized LOC116187126, transcript variant X1"
XR_004151990.1	" uncharacterized LOC116187126, transcript variant X2"
XR_004151991.1	" uncharacterized LOC116187134, transcript variant X1"
XR_004151992.1	" uncharacterized LOC116187134, transcript variant X2"
XR_004151993.1	" uncharacterized LOC116187134, transcript variant X3"
XR_004151994.1	" uncharacterized LOC116187134, transcript variant X4"
XR_004151995.1	" uncharacterized LOC116187134, transcript variant X5"
XR_004151996.1	" uncharacterized LOC116187134, transcript variant X6"
XR_004151997.1	" uncharacterized LOC116187134, transcript variant X7"
XR_004151998.1	 uncharacterized LOC116187142
XR_004151999.1	" uncharacterized LOC116187143, transcript variant X1"
XR_004152000.1	" uncharacterized LOC116187143, transcript variant X2"
XR_004152001.1	" uncharacterized LOC116187145, transcript variant X1"
XR_004152002.1	" uncharacterized LOC116187145, transcript variant X2"
XR_004152003.1	" metal transporter Nramp5-like, transcript variant X3"
XR_004152004.1	" metal transporter Nramp5-like, transcript variant X4"
XR_004152005.1	 uncharacterized LOC116187197
XR_004152006.1	 uncharacterized LOC116187199
XR_004152007.1	 uncharacterized LOC116187205
XR_004152008.1	" uncharacterized LOC116187216, transcript variant X1"
XR_004152009.1	" uncharacterized LOC116187216, transcript variant X2"
XR_004152010.1	 uncharacterized LOC116187234
XR_004152011.1	 uncharacterized LOC116187238
XR_004152012.1	 uncharacterized LOC116187250
XR_004152013.1	 uncharacterized LOC116187253
XR_004152014.1	 uncharacterized LOC116187264
XR_004152015.1	" uncharacterized LOC116187268, transcript variant X1"
XR_004152016.1	" uncharacterized LOC116187268, transcript variant X2"
XR_004152017.1	 uncharacterized LOC116187269
XR_004152018.1	 uncharacterized LOC116187270
XR_004152019.1	" uncharacterized LOC116187271, transcript variant X1"
XR_004152020.1	" uncharacterized LOC116187271, transcript variant X2"
XR_004152021.1	 uncharacterized LOC116187276
XR_004152022.1	" phytochrome E-like, transcript variant X2"
XR_004152023.1	 uncharacterized LOC116187282
XR_004152024.1	" uncharacterized LOC116187285, transcript variant X1"
XR_004152025.1	" uncharacterized LOC116187285, transcript variant X2"
XR_004152026.1	 uncharacterized LOC116187297
XR_004152027.1	 uncharacterized LOC116187304
XR_004152028.1	 uncharacterized LOC116187306
XR_004152029.1	 uncharacterized LOC116187324
XR_004152030.1	 uncharacterized LOC116187330
XR_004152031.1	" uncharacterized LOC116187336, transcript variant X1"
XR_004152032.1	" uncharacterized LOC116187336, transcript variant X2"
XR_004152033.1	 uncharacterized LOC116187348
XR_004152034.1	" uncharacterized LOC116187347, transcript variant X1"
XR_004152035.1	" uncharacterized LOC116187347, transcript variant X2"
XR_004152036.1	 uncharacterized LOC116187356
XR_004152037.1	 uncharacterized LOC116187368
XR_004152038.1	 uncharacterized LOC116187388
XR_004152039.1	 uncharacterized LOC116187389
XR_004152040.1	 uncharacterized LOC116187391
XR_004152041.1	 uncharacterized LOC116187395
XR_004152042.1	" ribulose-phosphate 3-epimerase, chloroplastic-like, transcript variant X3"
XR_004152043.1	" ribulose-phosphate 3-epimerase, chloroplastic-like, transcript variant X4"
XR_004152044.1	 uncharacterized LOC116187419
XR_004152045.1	 uncharacterized LOC116187421
XR_004152046.1	 uncharacterized LOC116187452
XR_004152047.1	" uncharacterized LOC116187453, transcript variant X1"
XR_004152048.1	" uncharacterized LOC116187453, transcript variant X2"
XR_004152049.1	" uncharacterized LOC116187453, transcript variant X3"
XR_004152050.1	" uncharacterized LOC116187453, transcript variant X4"
XR_004152051.1	" uncharacterized LOC116187453, transcript variant X5"
XR_004152052.1	" uncharacterized LOC116187453, transcript variant X6"
XR_004152053.1	" uncharacterized LOC116187453, transcript variant X7"
XR_004152054.1	" uncharacterized LOC116187453, transcript variant X8"
XR_004152055.1	" uncharacterized LOC116187453, transcript variant X9"
XR_004152056.1	" uncharacterized LOC116187453, transcript variant X10"
XR_004152057.1	 uncharacterized LOC116187455
XR_004152058.1	" uncharacterized LOC116187456, transcript variant X1"
XR_004152059.1	" uncharacterized LOC116187456, transcript variant X2"
XR_004152060.1	 uncharacterized LOC116187457
XR_004152061.1	 uncharacterized LOC116187458
XR_004152062.1	" ENHANCER OF AG-4 protein 2, transcript variant X1"
XR_004152063.1	" ENHANCER OF AG-4 protein 2, transcript variant X4"
XR_004152064.1	" uncharacterized LOC116187469, transcript variant X1"
XR_004152065.1	" uncharacterized LOC116187469, transcript variant X2"
XR_004152066.1	 uncharacterized LOC116187475
XR_004152067.1	" putative disease resistance protein RGA4, transcript variant X38"
XR_004152068.1	 uncharacterized LOC116187483
XR_004152069.1	 uncharacterized LOC116187488
XR_004152070.1	" BTB/POZ domain-containing protein At5g03250-like, transcript variant X2"
XR_004152071.1	" uncharacterized LOC116187493, transcript variant X1"
XR_004152072.1	" uncharacterized LOC116187493, transcript variant X2"
XR_004152073.1	" uncharacterized LOC116187493, transcript variant X3"
XR_004152074.1	 uncharacterized LOC116187495
XR_004152075.1	 uncharacterized LOC116187496
XR_004152076.1	 uncharacterized LOC116187508
XR_004152077.1	 uncharacterized LOC116187510
XR_004152078.1	" uncharacterized LOC116187512, transcript variant X2"
XR_004152079.1	 uncharacterized LOC116187516
XR_004152080.1	 uncharacterized LOC116187521
XR_004152081.1	" uncharacterized LOC116187527, transcript variant X1"
XR_004152082.1	" uncharacterized LOC116187527, transcript variant X2"
XR_004152083.1	" uncharacterized LOC116187529, transcript variant X2"
XR_004152084.1	" uncharacterized LOC116187529, transcript variant X3"
XR_004152085.1	 uncharacterized LOC116187530
XR_004152086.1	 uncharacterized LOC116187531
XR_004152087.1	" uncharacterized LOC116187533, transcript variant X1"
XR_004152088.1	" uncharacterized LOC116187533, transcript variant X2"
XR_004152089.1	" uncharacterized LOC116187542, transcript variant X1"
XR_004152090.1	" uncharacterized LOC116187542, transcript variant X2"
XR_004152091.1	" uncharacterized LOC116187542, transcript variant X3"
XR_004152092.1	 uncharacterized LOC116187543
XR_004152093.1	" glutathione reductase, chloroplastic, transcript variant X2"
XR_004152094.1	" serine/threonine-protein kinase ATM, transcript variant X2"
XR_004152095.1	 uncharacterized LOC116187585
XR_004152096.1	" pentatricopeptide repeat-containing protein At5g48730, chloroplastic, transcript variant X2"
XR_004152097.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X1"
XR_004152098.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X2"
XR_004152099.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X3"
XR_004152100.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X4"
XR_004152101.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X5"
XR_004152102.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X6"
XR_004152103.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X7"
XR_004152104.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X8"
XR_004152105.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X9"
XR_004152106.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X10"
XR_004152107.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X11"
XR_004152108.1	" 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, transcript variant X12"
XR_004152109.1	" cyclin-dependent kinase 10-like, transcript variant X1"
XR_004152110.1	" cyclin-dependent kinase 10-like, transcript variant X3"
XR_004152111.1	" 4-coumarate--CoA ligase-like 9, transcript variant X3"
XR_004152112.1	" 4-coumarate--CoA ligase-like 9, transcript variant X4"
XR_004152113.1	" E3 ubiquitin-protein ligase BRE1A-like, transcript variant X1"
XR_004152114.1	" E3 ubiquitin-protein ligase BRE1A-like, transcript variant X3"
XR_004152115.1	" E3 ubiquitin-protein ligase BRE1A-like, transcript variant X4"
XR_004152116.1	" E3 ubiquitin-protein ligase BRE1A-like, transcript variant X5"
XR_004152117.1	" E3 ubiquitin-protein ligase BRE1A-like, transcript variant X6"
XR_004152118.1	" phospholipid--sterol O-acyltransferase, transcript variant X2"
XR_004152119.1	 uncharacterized LOC116187675
XR_004152120.1	" protein KINESIN LIGHT CHAIN-RELATED 2, transcript variant X5"
XR_004152121.1	" protein KINESIN LIGHT CHAIN-RELATED 2, transcript variant X6"
XR_004152122.1	 uncharacterized LOC116187705
XR_004152123.1	" uncharacterized LOC116187721, transcript variant X3"
XR_004152124.1	" uncharacterized LOC116187721, transcript variant X5"
XR_004152125.1	" fasciclin-like arabinogalactan protein 17, transcript variant X2"
XR_004152126.1	 uncharacterized LOC116187726
XR_004152127.1	" alpha/beta hydrolase domain-containing protein 17C-like, transcript variant X1"
XR_004152128.1	" alpha/beta hydrolase domain-containing protein 17C-like, transcript variant X2"
XR_004152129.1	 uncharacterized LOC116187775
XR_004152130.1	 uncharacterized LOC116187829
XR_004152131.1	" peptidyl-prolyl cis-trans isomerase CYP57, transcript variant X4"
XR_004152132.1	" peptidyl-prolyl cis-trans isomerase CYP57, transcript variant X6"
XR_004152133.1	" probable ADP-ribosylation factor GTPase-activating protein AGD14, transcript variant X4"
XR_004152134.1	" TMV resistance protein N-like, transcript variant X3"
XR_004152135.1	" TMV resistance protein N-like, transcript variant X3"
XR_004152136.1	" TMV resistance protein N-like, transcript variant X4"
XR_004152137.1	" uncharacterized LOC116187914, transcript variant X1"
XR_004152138.1	" uncharacterized LOC116187914, transcript variant X2"
XR_004152139.1	 uncharacterized LOC116187915
XR_004152140.1	 uncharacterized LOC116187916
XR_004152141.1	" uncharacterized LOC116187920, transcript variant X1"
XR_004152142.1	" uncharacterized LOC116187920, transcript variant X2"
XR_004152143.1	" uncharacterized LOC116187924, transcript variant X1"
XR_004152144.1	" uncharacterized LOC116187924, transcript variant X2"
XR_004152145.1	" uncharacterized LOC116187924, transcript variant X3"
XR_004152146.1	 uncharacterized LOC116187928
XR_004152147.1	" protein virilizer homolog, transcript variant X2"
XR_004152148.1	" protein virilizer homolog, transcript variant X3"
XR_004152149.1	" protein virilizer homolog, transcript variant X4"
XR_004152150.1	" U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein, transcript variant X2"
XR_004152151.1	" U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein, transcript variant X3"
XR_004152152.1	" U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein, transcript variant X4"
XR_004152153.1	" TMV resistance protein N-like, transcript variant X1"
XR_004152154.1	" TMV resistance protein N-like, transcript variant X2"
XR_004152155.1	" TMV resistance protein N-like, transcript variant X3"
XR_004152156.1	" TMV resistance protein N-like, transcript variant X4"
XR_004152157.1	" TMV resistance protein N-like, transcript variant X6"
XR_004152158.1	" TMV resistance protein N-like, transcript variant X7"
XR_004152159.1	" TMV resistance protein N-like, transcript variant X8"
XR_004152160.1	" TMV resistance protein N-like, transcript variant X9"
XR_004152161.1	" TMV resistance protein N-like, transcript variant X10"
XR_004152162.1	" TMV resistance protein N-like, transcript variant X11"
XR_004152163.1	" TMV resistance protein N-like, transcript variant X12"
XR_004152164.1	" TMV resistance protein N-like, transcript variant X13"
XR_004152165.1	" TMV resistance protein N-like, transcript variant X14"
XR_004152166.1	" TMV resistance protein N-like, transcript variant X15"
XR_004152167.1	" TMV resistance protein N-like, transcript variant X16"
XR_004152168.1	" TMV resistance protein N-like, transcript variant X17"
XR_004152169.1	" TMV resistance protein N-like, transcript variant X18"
XR_004152170.1	" TMV resistance protein N-like, transcript variant X19"
XR_004152171.1	" TMV resistance protein N-like, transcript variant X2"
XR_004152172.1	 uncharacterized LOC116187982
XR_004152173.1	 uncharacterized LOC116187983
